text,label,text_clean,final_level
"pada saat ke bandung kami singgah di rest area km 88 tol cipularang , kami sarapan di sana . jenis makanan sunda sangat lezat . ada burung goreng , ikan bakar , ikan goreng , tahu dan tempe goreng dan , ikan kecil kecil di goreng garing . namun yang paling berbeda adalah sambal yang enak . lalapan mentah dan rebus nya juga sangat mantap .",positive,pada saat ke bandung kami singgah di rest area km 88 tol cipularang kami sarapan di sana jenis makanan sunda sangat lezat ada burung goreng ikan bakar ikan goreng tahu dan tempe goreng dan ikan kecil kecil di goreng garing namun yang paling berbeda adalah sambal yang enak lalapan mentah dan rebus nya juga sangat mantap,1
mobil setya novanto bisa masuk saluran air jika ngebut,neutral,mobil setya novanto bisa masuk saluran air jika ngebut,1
"restoran kampung daun berlokasi di daerah lembang dan berhawa sejuk . restoran ini merupakan restoran yang memberikan suasana yang alami dan romantis . tempat makan nya berupa saung-saung yang berada di sepanjang sungai kecil . adapun mengenai cita rasa makanan nya menurut saya biasa saja , selain itu porsi makanan nya kecil dan harga nya lumayan mahal .",positive,restoran kampung daun berlokasi di daerah lembang dan berhawa sejuk restoran ini merupakan restoran yang memberikan suasana yang alami dan romantis tempat makan nya berupa saungsaung yang berada di sepanjang sungai kecil adapun mengenai cita rasa makanan nya menurut saya biasa saja selain itu porsi makanan nya kecil dan harga nya lumayan mahal,1
"tempat terbaik untuk santai , makan sambil menikmati keindahan alam semulajadi . persekitaran yang bersih dan sejuk . dapat beristirahat sambil menikmati keindahan alam sekitar",positive,tempat terbaik untuk santai makan sambil menikmati keindahan alam semulajadi persekitaran yang bersih dan sejuk dapat beristirahat sambil menikmati keindahan alam sekitar,1
gladi bersih risma at taqwa untuk maulid esok 29 desember malam ba da isya,neutral,gladi bersih risma at taqwa untuk maulid esok 29 desember malam ba da isya,1
"tempat boleh terletak di gang area perumahan yang dapat diakses dari jalanan sebelah istana plaza keren nya disebut ip , tapi makanan nya jangan ditanya . makanan yang dijual tidak terlalu beraneka ragam , ada nasi bakmoy yang sangat famous , ada juga nasi lengko yang patut dicoba .",positive,tempat boleh terletak di gang area perumahan yang dapat diakses dari jalanan sebelah istana plaza keren nya disebut ip tapi makanan nya jangan ditanya makanan yang dijual tidak terlalu beraneka ragam ada nasi bakmoy yang sangat famous ada juga nasi lengko yang patut dicoba,1
"pertama kali saya datang ke sini dan sangat ramai , sulit untuk mendapatkan meja , aneka makanan , minuman dan jajanan sangat lengkap di sini , untuk rasanya lumayan enak .",positive,pertama kali saya datang ke sini dan sangat ramai sulit untuk mendapatkan meja aneka makanan minuman dan jajanan sangat lengkap di sini untuk rasanya lumayan enak,1
jokowi disambut suka cita oleh rakyat nya,positive,jokowi disambut suka cita oleh rakyat nya,1
"pas banget buat makan malam acara keluarga di sini , makan nya enak harga tidak bohong , pemandangan kita bandung di malam hari , di iringi live musik . pelayanan nya bagus !",positive,pas banget buat makan malam acara keluarga di sini makan nya enak harga tidak bohong pemandangan kita bandung di malam hari di iringi live musik pelayanan nya bagus,1
kafe yang cocok buat muda mudi yang sedang menjalani masa pendekatan ataupun sudah pacaran tempat nyaman dan enak makanan dan minuman nya pun tidak terlalu bikin kantong bolong cocok banget untuk tempat nongkrong bareng teman ataupun sodara . ingin elegant tidak perlu mahal .,positive,kafe yang cocok buat muda mudi yang sedang menjalani masa pendekatan ataupun sudah pacaran tempat nyaman dan enak makanan dan minuman nya pun tidak terlalu bikin kantong bolong cocok banget untuk tempat nongkrong bareng teman ataupun sodara ingin elegant tidak perlu mahal,1
"tempat nyaman , makanan nya enak dan tidak terlalu mahal , walau layanan nya agak lama dan pagawai tidak bisa bantu pilih dari menu nya , tapi secara keseluruhan baik bagus dan the velvet burger adalah a harus dicoba there .",positive,tempat nyaman makanan nya enak dan tidak terlalu mahal walau layanan nya agak lama dan pagawai tidak bisa bantu pilih dari menu nya tapi secara keseluruhan baik bagus dan the velvet burger adalah a harus dicoba there,1
juventus resmi perpanjang kontrak sami khedira hingga 202,neutral,juventus resmi perpanjang kontrak sami khedira hingga 202,1
"mie nya enak , beda dari yang lain , kecil-kecil gitu . pertama beli seh terlihat tidak meyakinkan , pas dicoba , enak . kalau bakso standar , seperti baso-baso malang begitu . pangsit nya apalagi . mm : 9 tetapi mie nya wajib dicoba .",positive,mie nya enak beda dari yang lain kecilkecil gitu pertama beli seh terlihat tidak meyakinkan pas dicoba enak kalau bakso standar seperti basobaso malang begitu pangsit nya apalagi mm 9 tetapi mie nya wajib dicoba,1
"saya pernah merayakan kumpul keluarga besar semua menikmati nya . kami makan di lantai tiga khusus makanan sunda , di atas terdapat arena bermain anak dan kami semua menikmati nya . namun sayang lokasi yang di atas tidak bisa dicapai melalui tangga untuk orang tua karena cukup lelah dan bahaya .",positive,saya pernah merayakan kumpul keluarga besar semua menikmati nya kami makan di lantai tiga khusus makanan sunda di atas terdapat arena bermain anak dan kami semua menikmati nya namun sayang lokasi yang di atas tidak bisa dicapai melalui tangga untuk orang tua karena cukup lelah dan bahaya,1
"jika anda sedang di bandung dan ingin mencicipi tempat dengan berbagai jenis makanan , anda bisa mencoba datang ke sini . dengan banyak stand makanan yang tersedia , mungkin anda akan bingung menentukan pilihan untuk dimakan : apa . harga nya saya rasa masih terjangkau . jangan lupa bawa payung kalau hujan , jika tidak basah karena tempat parkir dan stand makan nya cukup jauh .",positive,jika anda sedang di bandung dan ingin mencicipi tempat dengan berbagai jenis makanan anda bisa mencoba datang ke sini dengan banyak stand makanan yang tersedia mungkin anda akan bingung menentukan pilihan untuk dimakan apa harga nya saya rasa masih terjangkau jangan lupa bawa payung kalau hujan jika tidak basah karena tempat parkir dan stand makan nya cukup jauh,1
"salah satu restoran yang menyediakan pemandangan bandung dari atas . apabila datang ke tempat ini pada saat liburan , siap-siap untuk daftar tunggu . makanan di tempat ini cukup beragam , pizza nya lumayan untuk berbagi cost . rasa makanan nya enak-enak .",positive,salah satu restoran yang menyediakan pemandangan bandung dari atas apabila datang ke tempat ini pada saat liburan siapsiap untuk daftar tunggu makanan di tempat ini cukup beragam pizza nya lumayan untuk berbagi cost rasa makanan nya enakenak,1
jaksa enggan tanggapi soal jumlah uang diterima setya novanto,neutral,jaksa enggan tanggapi soal jumlah uang diterima setya novanto,1
"saudara-saudara yang ingkar janji , yang suka bohong , itu adalah para ku rawa saudara-saudara sekalian . tidak boleh kritik , harus santun . boleh bohong asal santun , boleh mencuri asal santun .",neutral,saudarasaudara yang ingkar janji yang suka bohong itu adalah para ku rawa saudarasaudara sekalian tidak boleh kritik harus santun boleh bohong asal santun boleh mencuri asal santun,1
kopi creme brule nya sangat baik sekali . rasa makanan seperti kwetiau goreng dan ayam saus thai juga enak dan porsi cukup besar . puas dah .,positive,kopi creme brule nya sangat baik sekali rasa makanan seperti kwetiau goreng dan ayam saus thai juga enak dan porsi cukup besar puas dah,1
menikmati pilihan kuliner dari mulai masakan indonesia sampai dengan masakan internasional bisa dijumpai di sini . disarankan makan malam untuk menikmati suasana santai dengan keluarga maupun rekan kerja . penataan lampu yang bagus bisa menjadi salah satu objek foto buat anda yang ingin meng - update status di gadget anda . selamat menikmati .,positive,menikmati pilihan kuliner dari mulai masakan indonesia sampai dengan masakan internasional bisa dijumpai di sini disarankan makan malam untuk menikmati suasana santai dengan keluarga maupun rekan kerja penataan lampu yang bagus bisa menjadi salah satu objek foto buat anda yang ingin meng update status di gadget anda selamat menikmati,1
ridwan kamil klaim silaturahmi dengan pdip masih tahap awal,neutral,ridwan kamil klaim silaturahmi dengan pdip masih tahap awal,1
pilihan makanan sangat banyak dengan pilihan tempat duduk yang banyak . di saat bukan jam sibuk kadang pelayanan nya agak lama tetapi kalau jam sibuk malah lebih cepat :,positive,pilihan makanan sangat banyak dengan pilihan tempat duduk yang banyak di saat bukan jam sibuk kadang pelayanan nya agak lama tetapi kalau jam sibuk malah lebih cepat,1
"terus terang , saya kurang suka makan ikan . tapi teman-teman sering kumpul di sini setelah bubaran kantor . awal-awal ke sini saya order nya yang aman - nasi goreng seafood - : d tapi kelamaan tertarik juga sama menu ikan karena bosan nasi goreng . coba pesan kerapu goreng kering . hm ternyata enak ! tidak ada bau-bau amis . sambal nya juga enak dan jadi trademark warung ini kayak nya . akhirnya jadi sering ke sini sendiri .",positive,terus terang saya kurang suka makan ikan tapi temanteman sering kumpul di sini setelah bubaran kantor awalawal ke sini saya order nya yang aman nasi goreng seafood d tapi kelamaan tertarik juga sama menu ikan karena bosan nasi goreng coba pesan kerapu goreng kering hm ternyata enak tidak ada baubau amis sambal nya juga enak dan jadi trademark warung ini kayak nya akhirnya jadi sering ke sini sendiri,1
"gas , mustika ratu sudah merilis lipstik warna kuning , biru , dan warna-warna bold lainnya",neutral,gas mustika ratu sudah merilis lipstik warna kuning biru dan warnawarna bold lainnya,1
"asik sekali bisa mencoba makan di kafe kafe bandung dan pilihan jatuh di verde dago ! enak sekali makanan yang ditawarkan dengan harga yang beragam , lalu minuman dan makanan ringan juga sangat enak ! wajib membawa teman untuk hang - out bareng di sini .",positive,asik sekali bisa mencoba makan di kafe kafe bandung dan pilihan jatuh di verde dago enak sekali makanan yang ditawarkan dengan harga yang beragam lalu minuman dan makanan ringan juga sangat enak wajib membawa teman untuk hang out bareng di sini,1
salah satu area kuliner yang cukup menggugah selera . namun jadi bingung juga milih nya . akhirnya ku coba kerak telur dan mie kocok sembari mendengarkan live musik dengan lagu lagu nostalgia barat . cukup recomende,positive,salah satu area kuliner yang cukup menggugah selera namun jadi bingung juga milih nya akhirnya ku coba kerak telur dan mie kocok sembari mendengarkan live musik dengan lagu lagu nostalgia barat cukup recomende,1
sudah dua kali saya makan di sini . pertama dengan teman . yang kedua bersama keluarga . tempat nya bisa memilih di dalam gedung atau di teras belakang gedung dengan pemandangan bandung di malam hari . saya memilih di makan di luar gedung karena di dalam sudah penuh . sangat malam menjelang pemandangan kota bandung sangat indah . meja kami pun diberi lilin biar suasana romantis .,positive,sudah dua kali saya makan di sini pertama dengan teman yang kedua bersama keluarga tempat nya bisa memilih di dalam gedung atau di teras belakang gedung dengan pemandangan bandung di malam hari saya memilih di makan di luar gedung karena di dalam sudah penuh sangat malam menjelang pemandangan kota bandung sangat indah meja kami pun diberi lilin biar suasana romantis,1
"batagor ini sangat terkenal di kalangan wisatawan luar kota . rasanya cukup enak , terutama bumbu kacang nya . tempat nya selalu ramai . siap-siap mengantar lama terutama bila ingin membungkus untuk dibawa pulang .",positive,batagor ini sangat terkenal di kalangan wisatawan luar kota rasanya cukup enak terutama bumbu kacang nya tempat nya selalu ramai siapsiap mengantar lama terutama bila ingin membungkus untuk dibawa pulang,1
"mau ke sini parkir nya memang agak susah . mesti putar beberapa kali . tetapi tukang parkir nya sigap banget kok , waktu itu juga lagi hujan mereka sangat memperhatikan kita yang akan turun dari mobil . pelayanan oke . tom yam seafood nya segar .",positive,mau ke sini parkir nya memang agak susah mesti putar beberapa kali tetapi tukang parkir nya sigap banget kok waktu itu juga lagi hujan mereka sangat memperhatikan kita yang akan turun dari mobil pelayanan oke tom yam seafood nya segar,1
"bakmi nya enak , pangsit kuah dan goreng nya juga enak harga nya cukup terjangkau , pelayanan nya ramah dan cukup cepat",positive,bakmi nya enak pangsit kuah dan goreng nya juga enak harga nya cukup terjangkau pelayanan nya ramah dan cukup cepat,1
"selain batagor , banyak penjual kuliner lainnya sehingga tidak perlu menghabiskan waktu untuk mencari di tempat lain . namun untuk rasa idola nya masih batagor dan somay kingsley , kuliner lainnya rasanya standart",positive,selain batagor banyak penjual kuliner lainnya sehingga tidak perlu menghabiskan waktu untuk mencari di tempat lain namun untuk rasa idola nya masih batagor dan somay kingsley kuliner lainnya rasanya standart,1
"rasa dari makanan nya semuanya enak . disajikan dengan menarik , suasana yang nyaman , homo dan romantis . karena ditata dengan sofa-sofa yang santai , pemandangan yang indah melihat kota bandung di ketinggian , udara yang sejuk kemudian diiringi live musik yang semakin menjadikan suasana romantis . sayang nya , tempat ini cukup laris dan nge - hits .",positive,rasa dari makanan nya semuanya enak disajikan dengan menarik suasana yang nyaman homo dan romantis karena ditata dengan sofasofa yang santai pemandangan yang indah melihat kota bandung di ketinggian udara yang sejuk kemudian diiringi live musik yang semakin menjadikan suasana romantis sayang nya tempat ini cukup laris dan nge hits,1
bbq nite nya sangat luar biasa . mulai dari seafood sampai kambing guling . kalau makan di sini coba sambal cobek nya ya . rasanya enak banget,positive,bbq nite nya sangat luar biasa mulai dari seafood sampai kambing guling kalau makan di sini coba sambal cobek nya ya rasanya enak banget,1
"makan siang yang memuaskan . menu dengan buffet system , rasa enak dengan penyajian yang uni juga cara menikmati nya dengan makan langsung beralaskan daun pisang . sensasional . mencoba menu tutut yang dimasak kuning dan jengkol crispy , it s incredible but quite yummy . rekomendasi .",positive,makan siang yang memuaskan menu dengan buffet system rasa enak dengan penyajian yang uni juga cara menikmati nya dengan makan langsung beralaskan daun pisang sensasional mencoba menu tutut yang dimasak kuning dan jengkol crispy it s incredible but quite yummy rekomendasi,1
pernah nyobain bakmi ? sudah tahu rasanya ? pasti rata-rata sama saja kan ? ke sini deh ! rasanya super duper beda enak banget parah . rasanya enak banget deh asli ! favorit saya sih bakmie ayam jamur enak banget deh ! ke sini deh rekomendasi banget .,positive,pernah nyobain bakmi sudah tahu rasanya pasti ratarata sama saja kan ke sini deh rasanya super duper beda enak banget parah rasanya enak banget deh asli favorit saya sih bakmie ayam jamur enak banget deh ke sini deh rekomendasi banget,1
"sekarang sudah ada yang di cimahi itu , kemarin di sana nongkrong enak banget direkomendasikan poko nya , strategis dekat jalan utama",positive,sekarang sudah ada yang di cimahi itu kemarin di sana nongkrong enak banget direkomendasikan poko nya strategis dekat jalan utama,1
"jagoan nya di sini nasi liwet , kami memilih nasi liwet ayam kompliiit dengan tahu , tempe mendoan , sambal , lalap , dan ikan peda mantep bangeeed . untuk porsi nasi besar dihidangkan di castrol cocok buat yang makan nya banyak . kami makan di asep stroberi singaparna , menyenangkan makan di saung bawah karena berbatasan langsung dengan sungai besar kalau tidak salah nama nya sungai ciwulan .",positive,jagoan nya di sini nasi liwet kami memilih nasi liwet ayam kompliiit dengan tahu tempe mendoan sambal lalap dan ikan peda mantep bangeeed untuk porsi nasi besar dihidangkan di castrol cocok buat yang makan nya banyak kami makan di asep stroberi singaparna menyenangkan makan di saung bawah karena berbatasan langsung dengan sungai besar kalau tidak salah nama nya sungai ciwulan,1
"nah ini dia warung makan yang cocok buat aku kalau ke bandung . dengan menu lokal tetapi dilengkapi dengan sambal pedas walau tidak terlalu pedas . yang menarik , bangunan nya , lalu lokasi juga . menu nya pas bagi yang senang kuliner lokal rasa nasional . bagi yang ke bandung . jangan lewatkan warung makan ampera , terutama yang di jalan pelajar pejuang . dijamin mantap .",positive,nah ini dia warung makan yang cocok buat aku kalau ke bandung dengan menu lokal tetapi dilengkapi dengan sambal pedas walau tidak terlalu pedas yang menarik bangunan nya lalu lokasi juga menu nya pas bagi yang senang kuliner lokal rasa nasional bagi yang ke bandung jangan lewatkan warung makan ampera terutama yang di jalan pelajar pejuang dijamin mantap,1
"baju batik pasangan pria dan wanita dari bahan katun prodo kombinasi balotelli tersedia pada size : kemeja pria : m - xl detail size : m : ld 96 cm : ld 106 hanya xl : ld 110 cm dan baju wanita : allsize fit to xxl rok model instant siap pink , biru , hijaudan kuning idr : 190 ribu",neutral,baju batik pasangan pria dan wanita dari bahan katun prodo kombinasi balotelli tersedia pada size kemeja pria m xl detail size m ld 96 cm ld 106 hanya xl ld 110 cm dan baju wanita allsize fit to xxl rok model instant selesai pink biru hijaudan kuning idr 190 ribu,1
"batagor nya enak , bumbu nya pas . harga nya saja yang agak mahal hehe . cocok jadi oleh-oleh , bisa minta goreng setengah matang dulu atau tidak digoreng dulu .",positive,batagor nya enak bumbu nya pas harga nya saja yang agak mahal hehe cocok jadi oleholeh bisa minta goreng setengah matang dulu atau tidak digoreng dulu,1
"soal rasa biasa saja . nothing spesial , ayam bakar nya hanya dibumbui kecap saja , bumbu kurang berani dan meresap , ayam kampung nya masih alot , sambal pedas juga biasa saja , heran ya kenapa tempat seperti ini bisa sangat ramai dikunjungi , masih kalah jauh dengan ayam bakar pak soleh di pandaan",positive,soal rasa biasa saja nothing spesial ayam bakar nya hanya dibumbui kecap saja bumbu kurang berani dan meresap ayam kampung nya masih alot sambal pedas juga biasa saja heran ya kenapa tempat seperti ini bisa sangat ramai dikunjungi masih kalah jauh dengan ayam bakar pak soleh di pandaan,1
"1 . makanan khas sunda 2 . rasanya enak 3 . harga pas di kantong 4 . nuansa tempo dulu 5 . direkomendasikan nasi liwet , empal dan abon nya",positive,1 makanan khas sunda 2 rasanya enak 3 harga pas di kantong 4 nuansa tempo dulu 5 direkomendasikan nasi liwet empal dan abon nya,1
bakmoy banget . kalau minggu pagi pasti antre . nasi lengko juga enak . harus dicoba murah meriah kalau ke bandung harus coba .,positive,bakmoy banget kalau minggu pagi pasti antre nasi lengko juga enak harus dicoba murah meriah kalau ke bandung harus coba,1
"terong goreng , nasi tutug oncom dan genjer goreng sangat enak , tapi anda harus makan lebih awal dari makan siang anda , karena setiap ke sana selalu daftar tunggu",positive,terong goreng nasi tutug oncom dan genjer goreng sangat enak tapi anda harus makan lebih awal dari makan siang anda karena setiap ke sana selalu daftar tunggu,1
"menu yang disajikan lumayan variatif , apalagi menu indomie nya , kekinian sekali . harga nya juga worth it , sesuai kantong anak muda . waktu ke sana saya pesan indomie telor asin . rasanya otentik , enak , sukalah . secara penampilan tempat makan nya juga nyaman dan instragamable . bikin betah nongkrong beralama lama di sana .",positive,menu yang disajikan lumayan variatif apalagi menu indomie nya kekinian sekali harga nya juga worth it sesuai kantong anak muda waktu ke sana saya pesan indomie telor asin rasanya otentik enak sukalah secara penampilan tempat makan nya juga nyaman dan instragamable bikin betah nongkrong beralama lama di sana,1
"semua masakan yang disajikan sangat enak dan harga pun relatif sedikit kemahalan namun terbayar dengan rasa makanan yang enak . suasana yang nyaman , parkir luas dan pilihan menu yang beragam memudahkan kita dalam menikmati makanan nya . cocok untuk keluarga ! masakan yang direkomendasikan bebek betutu dan nasi bali original",positive,semua masakan yang disajikan sangat enak dan harga pun relatif sedikit kemahalan namun terbayar dengan rasa makanan yang enak suasana yang nyaman parkir luas dan pilihan menu yang beragam memudahkan kita dalam menikmati makanan nya cocok untuk keluarga masakan yang direkomendasikan bebek betutu dan nasi bali original,1
"saya juga tidak tahu mengapa diberi nama air mata kucing . rasanya seperti teh bisa juga dikombinasikan dengan rasa lain seperti coklat , strawberry , greentea , dsb. dan bisa juga ditambah topping seperti bubble , oreo . harganyapun terjangkau .",positive,saya juga tidak tahu mengapa diberi nama air mata kucing rasanya seperti teh bisa juga dikombinasikan dengan rasa lain seperti coklat strawberry greentea dsb dan bisa juga ditambah topping seperti bubble oreo harganyapun terjangkau,1
ketum pan mengatakan bahwa hasil pilkada jawa barat dan jateng menjadi bukti bahwa parpol tak bisa semau nya .,neutral,ketum pan mengatakan bahwa hasil pilkada jawa barat dan jateng menjadi bukti bahwa parpol tak bisa semau nya,1
"untuk pilihan makana nya kurang , enak buat hang out minum kopi ngopi bareng teman . pemandangan bandung dan tempat nya asik",positive,untuk pilihan makana nya kurang enak buat hang out minum kopi ngopi bareng teman pemandangan bandung dan tempat nya asik,1
"letak nya ada di lantai dasar mal paris van java pvj , di dekat solaria . saya datang disambut dengan pernak-pernik dan makanan lawas era 90 - an yang ditata apik di bagian depan . menarik ! melangkah ke dalam , rupanya seisi rumah makan memang dihiasi dengan aneka ornamen tempo dulu . saya memilih menu mi goreng petruk . seporsi bakmie yang cukup mengenyangkan disajikan dengan keekian , potongan kubis . mantap .",positive,letak nya ada di lantai dasar mal paris van java pvj di dekat solaria saya datang disambut dengan pernakpernik dan makanan lawas era 90 an yang ditata apik di bagian depan menarik melangkah ke dalam rupanya seisi rumah makan memang dihiasi dengan aneka ornamen tempo dulu saya memilih menu mi goreng petruk seporsi bakmie yang cukup mengenyangkan disajikan dengan keekian potongan kubis mantap,1
"saya ke restoran ini tanggal 21 april 14 dalam rangka gala makan malam kursus yang saya mengikuti . komentar pertama soal restoran ini : jauh sekali ! tapi begitu sampai langsung kerasa nyaman dan elegan nya restoran ini . cocoklah buat medate : d begitu duduk disodorkan menu agak shock juga . harga nya mahal , untung nya kemarin dibayarkan jadi tidak terlalu masalah .",positive,saya ke restoran ini tanggal 21 april 14 dalam rangka gala makan malam kursus yang saya mengikuti komentar pertama soal restoran ini jauh sekali tapi begitu sampai langsung kerasa nyaman dan elegan nya restoran ini cocoklah buat medate d begitu duduk disodorkan menu agak shock juga harga nya mahal untung nya kemarin dibayarkan jadi tidak terlalu masalah,1
makanan yang disajikan bervariasi dengan rasa yang cukup enak . suasana tempat makan segar sangat sesuai untuk pasangan keluarga muda . pengunjung dapat menikmati makanan di dalam atau santai di luar . saat ini restoran ini juga mengadakan nonton bareng piala dunia dengan layar lebar dan tempat duduk yang nyaman .,positive,makanan yang disajikan bervariasi dengan rasa yang cukup enak suasana tempat makan segar sangat sesuai untuk pasangan keluarga muda pengunjung dapat menikmati makanan di dalam atau santai di luar saat ini restoran ini juga mengadakan nonton bareng piala dunia dengan layar lebar dan tempat duduk yang nyaman,1
"bagi yang suka dimsum dan chinesse makanan , cocok untuk mencoba di rumah makan ini , cukup luas dan ada cukup untuk parkir kendaraan",positive,bagi yang suka dimsum dan chinesse makanan cocok untuk mencoba di rumah makan ini cukup luas dan ada cukup untuk parkir kendaraan,1
"bubur ayam di bandung memang banyak tetapi bubur pak hamid lumayan terkenal sejak dulu , untuk rasa silakan coba sendiri , karena lidah orang itu beda beda penilaian nya , tetapi meurut saya lumayan enak .",positive,bubur ayam di bandung memang banyak tetapi bubur pak hamid lumayan terkenal sejak dulu untuk rasa silakan coba sendiri karena lidah orang itu beda beda penilaian nya tetapi meurut saya lumayan enak,1
semalam saya janjian dengan teman-teman di bakmi parahyangan jalan sukajadi no. 211 bandung . dab pesan es campur goyobot . tak disangka enak benar . dan kilang - paling nya bisa spesial tambah . pelayanan cepat dan okok .,positive,semalam saya janjian dengan temanteman di bakmi parahyangan jalan sukajadi no 211 bandung dab pesan es campur goyobot tak disangka enak benar dan kilang paling nya bisa spesial tambah pelayanan cepat dan okok,1
"mengunjungi restoran : 29 agustus 2014 , makan malam sekitar jam 20.00 . konon resto ini didirikan sejak 1976 kalau tidak salah . pesanan saya : shashlik satu tusuk , dengan kentang tumbuk . rasanya sedap dengan saus bbq yang menarik . daging nya mungkin domba , diselingi bawang bombay , paprika dan tomat panggang . bakaran nya lumayan kering . harga : 65 ribu belum pajak . terjangkau untuk ukuran steak enak .",positive,mengunjungi restoran 29 agustus 2014 makan malam sekitar jam 2000 konon resto ini didirikan sejak 1976 kalau tidak salah pesanan saya shashlik satu tusuk dengan kentang tumbuk rasanya sedap dengan saus bbq yang menarik daging nya mungkin domba diselingi bawang bombay paprika dan tomat panggang bakaran nya lumayan kering harga 65 ribu belum pajak terjangkau untuk ukuran steak enak,1
cinta banget sama indonesia ! cinta produk indonesia .,positive,cinta banget sama indonesia cinta produk indonesia,1
hotel transylvania tak pernah mengecewakan,positive,hotel transylvania tak pernah mengecewakan,1
"sesuai nama nya resto pizza , jadi saya pikir pizza nya pasti enak banget . ternyata biasa saja malah di bawah rata-rata . harga minuman tergolong mahal .",positive,sesuai nama nya resto pizza jadi saya pikir pizza nya pasti enak banget ternyata biasa saja malah di bawah ratarata harga minuman tergolong mahal,1
"ini adalah salah satu tempat makan paforit saya bersama teman , keluarga atau pacar , dari mulai kuliah sampai kerja , suasana nya di desain sunda tempoe doloe , mulai dari piring dan gelas yang masih menggunakan seng , makan duduk atau lesehan , makanan yang disajikan adalah makanan sunda rumahan dengan rasanya yang mantap , disajikan dengan pilihan aneka lalapan dan aneka sambal , ditutup dengan es cincau .",positive,ini adalah salah satu tempat makan paforit saya bersama teman keluarga atau pacar dari mulai kuliah sampai kerja suasana nya di desain sunda tempoe doloe mulai dari piring dan gelas yang masih menggunakan seng makan duduk atau lesehan makanan yang disajikan adalah makanan sunda rumahan dengan rasanya yang mantap disajikan dengan pilihan aneka lalapan dan aneka sambal ditutup dengan es cincau,1
bagi pecinta kuliner mi boleh coba mi naripan di jalan naripan . harga mie terjangkau walau tempat nya sederhana tapi rasanya enak,positive,bagi pecinta kuliner mi boleh coba mi naripan di jalan naripan harga mie terjangkau walau tempat nya sederhana tapi rasanya enak,1
"sayang , menurut saya harga nya agak mahal tetapi rasanya biasa saja . sedikit berbeda dengan ekspektasi saya sebelumnya , karena restoran mie ini sudah cukup lama . tetapi pelayanan nya bagus dan ramah .",positive,sayang menurut saya harga nya agak mahal tetapi rasanya biasa saja sedikit berbeda dengan ekspektasi saya sebelumnya karena restoran mie ini sudah cukup lama tetapi pelayanan nya bagus dan ramah,1
kafe the peak ini merupakan kafe legenda di bandung / lembang . kafe nya romantis dengan dekor yang menawan . didukung kalau sore / malam hawa nya dingin . membuat suasana keromantisan menjadi bertambah . untuk harga memang lumayan mahal . dengan menu makanan barat / indonesian macam-macam . rasa sih standar . suasana juara .,positive,kafe the peak ini merupakan kafe legenda di bandung lembang kafe nya romantis dengan dekor yang menawan didukung kalau sore malam hawa nya dingin membuat suasana keromantisan menjadi bertambah untuk harga memang lumayan mahal dengan menu makanan barat indonesian macammacam rasa sih standar suasana juara,1
langit berwarna biru,neutral,langit berwarna biru,1
restoran ini top markotop . selain makanan nya enak . tempat nya juga membuat nyaman .,positive,restoran ini top markotop selain makanan nya enak tempat nya juga membuat nyaman,1
"tempat nya asik dengan pemandangan citylight yang bagus , pelayanan cepat walau harus menunggu sih kemarin . efek tahun baru sih haha jadi waitinglist ya . makanya enak enak juga .",positive,tempat nya asik dengan pemandangan citylight yang bagus pelayanan cepat walau harus menunggu sih kemarin efek tahun baru sih haha jadi waitinglist ya makanya enak enak juga,1
"batagor kingsley batagor paling enak di bandung . apalagi kuah nya yang sangat lembut dan hangat . seporsi tidak cukup , perlu dua porsi . rasa ikan nya sangat kuat dan cukup mengenyangkan sebagai menu utama makan siang , jadi tidak masuk kategori cemilan .",positive,batagor kingsley batagor paling enak di bandung apalagi kuah nya yang sangat lembut dan hangat seporsi tidak cukup perlu dua porsi rasa ikan nya sangat kuat dan cukup mengenyangkan sebagai menu utama makan siang jadi tidak masuk kategori cemilan,1
"saya ke sini atas ajakan sahabat . baiklah kita coba . akses ke tempat ini lumayan mudah dicapai , hanya saja macet nya pas liburan sangat luar biasa . masakan nya sih biasa saja , tidak terlalu istimewa . rasanya lebih tepat jika datang ke sini hanya untuk foto atau cekkan di media sosial biar eksis .",positive,saya ke sini atas ajakan sahabat baiklah kita coba akses ke tempat ini lumayan mudah dicapai hanya saja macet nya pas liburan sangat luar biasa masakan nya sih biasa saja tidak terlalu istimewa rasanya lebih tepat jika datang ke sini hanya untuk foto atau cekkan di media sosial biar eksis,1
"boleh dibilang ini adalah gerai mcd terbesar di bandung . lokasi nya asik karena berada di pusat kota , akses nya gampang karena dilalui kendaraan umum . keuntungan lain adalah berada disebelah istana plaza jadi habis shopping bisa langsung mampir ke mcd . wifi gratis namun speed nya cenderung lambat dan tidak stabil , khusus nya bila berada di lantai 2 . pelayan nya ramah . makanan nya standar mcd .",positive,boleh dibilang ini adalah gerai mcd terbesar di bandung lokasi nya asik karena berada di pusat kota akses nya gampang karena dilalui kendaraan umum keuntungan lain adalah berada disebelah istana plaza jadi habis shopping bisa langsung mampir ke mcd wifi gratis namun speed nya cenderung lambat dan tidak stabil khusus nya bila berada di lantai 2 pelayan nya ramah makanan nya standar mcd,1
